Code,UFMC
750-027,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-028,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-029,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-030,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-031,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-032,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-033,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-034,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-035,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-036,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-037,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-038,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-039,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-040,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-041,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-042,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-043,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-044,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-045,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-046,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-047,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
750-048,УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ
751-001,УВД ЧИТИНСКОЙ ОБЛ.
752-001,ОВД ЦЕНТРАЛЬНОГО РАЙОНА Г. ЧИТЫ
752-002,ОВД ИНГОДИНСКОГО РАЙОНА Г. ЧИТЫ
752-003,ОВД ЖЕЛЕЗНОДОРОЖНОГО РАЙОНА Г. ЧИТЫ
752-004,ОВД ЧЕРНОВСКОГО РАЙОНА Г. ЧИТЫ
752-005,ОВД ЧИТИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-006,ОВД АКШИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-007,ОВД АЛЕКСАНДРОВО-ЗАВОДСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-008,ОВД БАЛЕЙСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-009,ОВД БОРЗИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-010,ОВД ГАЗИМУРО-ЗАВОДСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-011,ОВД ЗАБАЙКАЛЬСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-012,ОВД КАЛАРСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-013,ОВД КАЛГАНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-014,ОВД КАРЫМСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-015,ОВД КРАСНОЧИКОЙСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-016,ОВД КРАСНОКАМЕНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-017,ОВД КЫРИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-018,ОВД МОГОЧИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-019,ОВД НЕРЧИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-020,ОВД НЕРЧИНСКО-ЗАВОДСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-021,ОВД ОЛОВЯННИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-022,ОВД ОНОНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-023,ОВД ПРИАРГУНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-024,ОВД ПЕТРОВСК-ЗАБАЙКАЛЬСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-025,ОВД СРЕТЕНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-026,ОВД ТУНГОКОЧЕНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-027,ОВД ТУНГИРО-ОЛЕКМИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-028,ОВД УЛЕТОВСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-029,ОВД ХИЛОКСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-030,ОВД ЧЕРНЫШЕВСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-031,ОВД ШИЛКИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
752-032,ОВД ШЕЛОПУГИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-001,КАДАЛИНСКИМ ОМ ЧЕРНОВСКОГО РАЙОНА Г. ЧИТЫ
753-002,ШЕРЛОВОГОРСКИМ ОМ БОРЗИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-003,КЛИЧКИНСКИМ ОМ ПРИАРГУНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-004,ДАРАСУНСКИМ ОМ КАРЫМСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-005,КУРОРТ-ДАРАСУНСКИМ ОМ КАРЫМСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-006,ЗОЛОТОРЕЧЕНСКИМ ОМ ОЛОВЯННИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-007,ЯСНОГОРСКИМ ОМ ОЛОВЯННИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-008,КОКУЙСКИМ ОМ СРЕТЕНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-009,ВЕРШИНО-ДАРАСУНСКИМ ОМ ТУНГОКОЧЕНСКОГО РОВД ЧИТИНСКОЙ ОБЛ.
753-010,МОГЗОНСКИМ ОМ ХИЛОКСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-011,ПЕРВОМАЙСКИМ ОМ ШИЛКИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-015,ПЕРВОМАЙСКИМ ОМ ШИЛКИНСКОГО РАЙОНА ЧИТИНСКОЙ ОБЛ.
753-017,ОТДЕЛЕНИЕМ МИЛИЦИИ ПОСЕЛКА ГОРНЫЙ ЧИТИНСКОЙ ОБЛ.
760-000,УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-001,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-002,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-003,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-004,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-005,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-006,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-007,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-008,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-009,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-010,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-011,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-012,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-013,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-014,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-015,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-016,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-017,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-018,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-019,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-020,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-021,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-022,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-023,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-024,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
760-025,УМВД РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛ.
761-001,УВД ЯРОСЛАВСКОЙ ОБЛ.
762-001,УВД КИРОВСКОГО РАЙОНА Г. ЯРОСЛАВЛЯ
762-002,ЛЕНИНСКИМ РОВД Г. ЯРОСЛАВЛЯ
762-003,ДЗЕРЖИНСКИМ РУВД Г. ЯРОСЛАВЛЯ
762-004,КРАСНОПЕРЕКОПСКИМ РОВД Г. ЯРОСЛАВЛЯ
762-005,ФРУНЗЕНСКИМ РОВД Г. ЯРОСЛАВЛЯ
762-006,ОВД ЗАВОЛЖСКОГО РАЙОНА Г. ЯРОСЛАВЛЯ
762-007,УВД Г. РЫБИНСКА ЯРОСЛАВСКОЙ ОБЛ.
762-008,ПЕРЕСЛАВСКИМ ГОВД ЯРОСЛАВСКОЙ ОБЛ.
762-009,РОСТОВСКИМ ГОВД ЯРОСЛАВСКОЙ ОБЛ.
762-010,УГЛИЧСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-011,БОЛЬШЕСЕЛЬСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-012,БОРИСОГЛЕБСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-013,БРЕЙТОВСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-014,ГАВРИЛОВ-ЯМСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-015,ДАНИЛОВСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-016,ЛЮБИМСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-017,МЫШКИНСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-018,НЕКРАСОВСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-019,НЕКОУЗСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-020,ПЕРВОМАЙСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-021,ПОШЕХОНСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-022,РЫБИНСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
762-023,ТУТАЕВСКИМ ГОВД ЯРОСЛАВСКОЙ ОБЛ.
762-024,ЯРОСЛАВСКИМ РОВД ЯРОСЛАВСКОЙ ОБЛ.
770-001,УФМС РОССИИ ПО Г. МОСКВЕ
770-002,ЦЕНТР ИРС ФМС РОССИИ
770-003,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ АРБАТ
770-004,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БАСМАННЫЙ
770-005,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЗАМОСКВОРЕЧЬЕ
770-006,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КРАСНОСЕЛЬСКИЙ
770-007,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ МЕЩАНСКИЙ
770-008,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ПРЕСНЕНСКИЙ
770-009,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ТАГАНСКИЙ
770-010,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ТВЕРСКОЙ
770-011,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ХАМОВНИКИ
770-012,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЯКИМАНКА
770-013,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ АЭРОПОРТ
770-014,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БЕГОВОЙ
770-015,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БЕСКУДНИКОВСКИЙ
770-016,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ВОЙКОВСКИЙ
770-017,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ВОСТОЧНОЕ ДЕГУНИНО
770-018,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ГОЛОВИНСКИЙ
770-019,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ДМИТРОВСКИЙ
770-020,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЗАПАДНОЕ ДЕГУНИНО
770-021,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КОПТЕВО
770-022,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЛЕВОБЕРЕЖНЫЙ
770-023,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ МОЛЖАНИНОВСКИЙ
770-024,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ САВЕЛОВСКИЙ
770-025,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СОКОЛ
770-026,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ТИМИРЯЗЕВСКИЙ
770-027,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ХОВРИНО
770-028,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ХОРОШЕВСКИЙ
770-029,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БИРЮЛЕВО ВОСТОЧНОЕ
770-030,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БИРЮЛЕВО ЗАПАДНОЕ
770-031,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БРАТЕЕВО
770-032,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ДАНИЛОВСКИЙ
770-033,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ДОНСКОЙ
770-034,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЗЯБЛИКОВО
770-035,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ МОСКВОРЕЧЬЕ-САБУРОВО
770-036,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ НАГАТИНСКИЙ ЗАТОН
770-037,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ НАГАТИНО-САДОВНИКИ
770-038,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ НАГОРНЫЙ
770-039,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ОРЕХОВО-БОРИСОВО СЕВЕРНОЕ
770-040,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ОРЕХОВО-БОРИСОВО ЮЖНОЕ
770-041,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЧЕРТАНОВО ЮЖНОЕ
770-042,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЦАРИЦЫНО
770-043,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЧЕРТАНОВО СЕВЕРНОЕ
770-044,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЧЕРТАНОВО ЦЕНТРАЛЬНОЕ
770-045,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БОГОРОДСКОЕ
770-046,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ВЕШНЯКИ
770-047,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ВОСТОЧНОЕ ИЗМАЙЛОВО
770-048,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ВОСТОЧНЫЙ
770-049,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ГОЛЬЯНОВО
770-050,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ИВАНОВСКОЕ
770-051,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ИЗМАЙЛОВО
770-052,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КОСИНО-УХТОМСКИЙ
770-053,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ МЕТРОГОРОДОК
770-054,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ НОВОГИРЕЕВО
770-055,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ НОВОКОСИНО
770-056,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ПЕРОВО
770-057,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ПРЕОБРАЖЕНСКОЕ
770-058,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СЕВЕРНОЕ ИЗМАЙЛОВО
770-059,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СОКОЛИНАЯ ГОРА
770-060,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СОКОЛЬНИКИ
770-061,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ВНУКОВО
770-062,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ДОРОГОМИЛОВО
770-063,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КРЫЛАТСКОЕ
770-064,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КУНЦЕВО
770-065,ОТДЕЛЕНИЕМ МГУ ОУФМС РОССИИ ПО Г. МОСКВЕ В ЗАО
770-066,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ МОЖАЙСКИЙ
770-067,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ НОВО-ПЕРЕДЕЛКИНО
770-068,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ОЧАКОВО-МАТВЕЕВСКОЕ
770-069,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ПРОСПЕКТ ВЕРНАДСКОГО
770-070,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ РАМЕНКИ
770-071,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СОЛНЦЕВО
770-072,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ТРОПАРЕВО-НИКУЛИНО
770-073,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ФИЛИ-ДАВЫДКОВО
770-074,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ФИЛЕВСКИЙ ПАРК
770-075,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ АЛЕКСЕЕВСКИЙ
770-076,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ АЛТУФЬЕВСКИЙ
770-077,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БАБУШКИНСКИЙ
770-078,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БИБИРЕВО
770-079,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ БУТЫРСКИЙ
770-080,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЛИАНОЗОВО
770-081,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЛОСИНООСТРОВСКИЙ
770-082,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ МАРФИНО
770-083,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ МАРЬИНА РОЩА
770-084,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ОСТАНКИНСКИЙ
770-085,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ОТРАДНОЕ
770-086,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ РОСТОКИНО
770-087,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СВИБЛОВО
770-088,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СЕВЕРНЫЙ
770-089,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СЕВЕРНОЕ МЕДВЕДКОВО
770-090,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЮЖНОЕ МЕДВЕДКОВО
770-091,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЯРОСЛАВСКИЙ
770-092,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КУРКИНО
770-093,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ МИТИНО
770-094,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ПОКРОВСКОЕ-СТРЕШНЕВО
770-095,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СЕВЕРНОЕ ТУШИНО
770-096,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СТРОГИНО
770-097,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ХОРОШЕВО-МНЕВНИКИ
770-098,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЩУКИНО
770-099,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЮЖНОЕ ТУШИНО
770-100,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ВЫХИНО-ЖУЛЕБИНО
770-101,ОТДЕЛЕНИЕМ ПО РАЙОНУ ЖУЛЕБИНО ОУФМС РОССИИ ПО Г. МОСКВЕ В ЮВАО
770-102,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КАПОТНЯ
770-103,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КУЗЬМИНКИ
770-104,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЛЕФОРТОВО
770-105,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЛЮБЛИНО
770-106,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ МАРЬИНО
770-107,ОТДЕЛЕНИЕМ ПО РАЙОНУ МАРЬИНСКИЙ ПАРК ОУФМС РОССИИ ПО Г. МОСКВЕ В ЮВАО
770-108,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ НЕКРАСОВКА
770-109,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ НИЖЕГОРОДСКИЙ
770-110,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ПЕЧАТНИКИ
770-111,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ РЯЗАНСКИЙ
770-112,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ТЕКСТИЛЬЩИКИ
770-113,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЮЖНОПОРТОВЫЙ
770-114,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ АКАДЕМИЧЕСКИЙ
770-115,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ГАГАРИНСКИЙ
770-116,ОТДЕЛОМ УФМС РОССИИ ПО ГОРОДУ МОСКВЕ ПО РАЙОНУ ЗЮЗИНО
770-117,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КОНЬКОВО
770-118,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ КОТЛОВКА
770-119,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ЛОМОНОСОВСКИЙ
770-120,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ОБРУЧЕВСКИЙ
770-121,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ СЕВЕРНОЕ БУТОВО
770-122,ОТДЕЛОМ УФМС РОССИИ ПО Г. МОСКВЕ ПО РАЙОНУ ТЕПЛЫЙ СТАН
